BODY_CENTER_FRONT_VIEW
28.00000 0.00000
29.83129 0.05995
31.65473 0.23954
33.46253 0.53801
35.24693 0.95408
37.00031 1.48596
38.71514 2.13137
40.38408 2.88756
42.00000 3.75129
43.55597 4.71885
45.04532 5.78611
46.46168 6.94849
47.79899 8.20101
49.05151 9.53832
50.21389 10.95468
51.28115 12.44403
52.24871 14.00000
53.11244 15.61592
53.86863 17.28486
54.51404 18.99969
55.04592 20.75307
55.46199 22.53747
55.76046 24.34527
55.94005 26.16871
56.00000 28.00000
56.00000 32.00000
55.94005 33.83129
55.76046 35.65473
55.46199 37.46253
55.04592 39.24693
54.51404 41.00031
53.86863 42.71514
53.11244 44.38408
52.24871 46.00000
51.28115 47.55597
50.21389 49.04532
49.05151 50.46168
47.79899 51.79899
46.46168 53.05151
45.04532 54.21389
43.55597 55.28115
42.00000 56.24871
40.38408 57.11244
38.71514 57.86863
37.00031 58.51404
35.24693 59.04592
33.46253 59.46199
31.65473 59.76046
29.83129 59.94005
28.00000 60.00000
0.00000 60.00000
0.00000 54.00000
28.00000 54.00000
29.81675 53.92486
31.62108 53.69995
33.40068 53.32681
35.14339 52.80798
36.83730 52.14701
38.47084 51.34842
40.03286 50.41766
41.51268 49.36109
42.90019 48.18593
44.18593 46.90019
45.36109 45.51268
46.41766 44.03286
47.34842 42.47084
48.14701 40.83730
48.80798 39.14339
49.32681 37.40068
49.69995 35.62108
49.92486 33.81675
50.00000 32.00000
50.00000 28.00000
49.92486 26.18325
49.69995 24.37892
49.32681 22.59932
48.80798 20.85661
48.14701 19.16270
47.34842 17.52916
46.41766 15.96714
45.36109 14.48732
44.18593 13.09981
42.90019 11.81407
41.51268 10.63891
40.03286 9.58234
38.47084 8.65158
36.83730 7.85299
35.14339 7.19202
33.40068 6.67319
31.62108 6.30005
29.81675 6.07514
28.00000 6.00000
0.00000 6.00000
0.00000 0.00000
