BODY_END_TOP_VIEW
6.00000 0.00000
10.85731 0.01731
15.71437 0.06922
20.57094 0.15575
25.42677 0.27688
30.28162 0.43260
35.13523 0.62292
39.98736 0.84782
44.83776 1.10728
49.68620 1.40131
54.53241 1.72987
59.37616 2.09296
64.21721 2.49055
69.05529 2.92262
73.89017 3.38917
78.72161 3.89015
83.54935 4.42554
88.37316 4.99532
93.19278 5.59946
98.00798 6.23793
102.81851 6.91069
107.62411 7.61772
112.42456 8.35897
117.21961 9.13440
122.00901 9.94399
126.79251 10.78768
131.56989 11.66544
136.34088 12.57721
141.10527 13.52296
145.86279 14.50263
150.61320 15.51618
155.35628 16.56356
160.09177 17.64470
164.81944 18.75956
169.53904 19.90808
174.25034 21.09020
178.95310 22.30586
183.64708 23.55500
188.33203 24.83756
193.00773 26.15347
194.32251 26.80914
195.31188 27.89530
195.84234 29.26540
195.84234 30.73460
195.31188 32.10470
194.32251 33.19086
193.00773 33.84653
188.33203 35.16244
183.64708 36.44500
178.95310 37.69414
174.25034 38.90980
169.53904 40.09192
164.81944 41.24044
160.09177 42.35530
155.35628 43.43644
150.61320 44.48382
145.86279 45.49737
141.10527 46.47704
136.34088 47.42279
131.56989 48.33456
126.79251 49.21232
122.00901 50.05601
117.21961 50.86560
112.42456 51.64103
107.62411 52.38228
102.81851 53.08931
98.00798 53.76207
93.19278 54.40054
88.37316 55.00468
83.54935 55.57446
78.72161 56.10985
73.89017 56.61083
69.05529 57.07738
64.21721 57.50945
59.37616 57.90704
54.53241 58.27013
49.68620 58.59869
44.83776 58.89272
39.98736 59.15218
35.13523 59.37708
30.28162 59.56740
25.42677 59.72312
20.57094 59.84425
15.71437 59.93078
10.85731 59.98269
6.00000 60.00000
0.00000 60.00000
0.00000 0.00000
